ProcessorNumber,url,ProductCollection,CodeName,VerticalSegment,Status,LaunchDate,Lithography,TotalCores,TotalThreads,MaxTurboFrequency,Cache,BusSpeed,EmbeddedOptionsAvailable,Datasheet,MaxMemorySizedependentonmemorytype,MemoryTypes,MaxofMemoryChannels,ECCMemorySupported,ProcessorGraphics,GraphicsMaxDynamicFrequency,MaxResolutionHDMI,MaxResolutionDP,MaxResolutioneDPIntegratedFlatPanel,DirectXSupport,OpenGLSupport,IntelQuickSyncVideo,ofDisplaysSupported,DeviceID,PCIExpressRevision,PCIExpressConfigurations,MaxofPCIExpressLanes,SocketsSupported,MaxCPUConfiguration,TJUNCTION,PackageSize,IntelTurboBoostTechnology,IntelHyperThreadingTechnology,Intel64,InstructionSet,InstructionSetExtensions,IdleStates,EnhancedIntelSpeedStepTechnology,ThermalMonitoringTechnologies,IntelvProPlatformEligibility,IntelAESNewInstructions,SecureKey,IntelSoftwareGuardExtensionsIntelSGX,IntelTrustedExecutionTechnology,ExecuteDisableBit,IntelOSGuard,IntelStableITPlatformProgramSIPP,IntelVirtualizationTechnologyVTx,IntelVirtualizationTechnologyforDirectedIOVTd,IntelVTxwithExtendedPageTablesEPT,RecommendedCustomerPrice,IntelBootGuard
i5-8310Y,https://ark.intel.com/content/www/us/en/ark/products/194697/intel-core-i5-8310y-processor-4m-cache-up-to-3-90-ghz.html,8th Generation Intel® Core™ i5 Processors,Products formerly Amber Lake Y,Mobile,Launched,Q1'19,14 nm,2,4,3.90 GHz,4 MB Intel® Smart Cache,4 GT/s,No,View now,16 GB,"LPDDR3-2133, DDR3L-1600",2,No,Intel® UHD Graphics 617,1.05 GHz,4096x2304@24Hz,3840x2160@60Hz,3840x2160@60Hz,12,4.5,Yes,3,0x87C0,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,FCBGA1515,1,100,20mm X 16.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$281.00,
i3-7100U,https://ark.intel.com/products/95442/intel-core-i3-7100u-processor-3m-cache-2-40-ghz.html,7th Generation Intel® Core™ i3 Processors,Products formerly Kaby Lake,Mobile,Launched,Q3'16,14 nm,2,4,,3 MB Intel® Smart Cache,4 GT/s,Yes,View now,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,No,Intel® HD Graphics 620,1.00 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5916,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",12,FCBGA1356,1,100°C,42mm X 24mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$281.00,Yes
G6900T,https://ark.intel.com/content/www/us/en/ark/products/96164/intel-celeron-processor-g6900t-4m-cache-2-80-ghz.html,Intel® Celeron® Processor G Series,Products formerly Alder Lake,Desktop,Launched,Q1'22,Intel 7,2,2,,4 MB Intel® Smart Cache,,No,,128 GB,Up to DDR5 4800 MT/s,2,,Intel® UHD Graphics 710,1.30 GHz,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12,4.5,Yes,4,0x4693,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,$42.00,Yes
i5-10600KF,https://ark.intel.com/content/www/us/en/ark/products/199315/intel-core-i5-10600kf-processor-12m-cache-up-to-4-80-ghz.html,10th Generation Intel® Core™ i5 Processors,Products formerly Comet Lake,Desktop,Launched,Q2'20,14 nm,6,12,4.80 GHz,12 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2666,2,No,,,,,,,,,,,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$237.00 - $247.00,Yes
i3-12100F,https://ark.intel.com/content/www/us/en/ark/products/132223/intel-core-i312100f-processor-12m-cache-up-to-4-30-ghz.html,12th Generation Intel® Core™ i3 Processors,Products formerly Alder Lake,Desktop,Launched,Q1'22,Intel 7,4,8,4.30 GHz,12 MB Intel® Smart Cache,,No,View now,128 GB,Up to DDR5 4800 MT/s,2,,,,,,,,,,,,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,$97.00 - $104.00,Yes
i7-10510Y,https://ark.intel.com/content/www/us/en/ark/products/196452/intel-core-i7-10510y-processor-8m-cache-up-to-4-50-ghz.html,10th Generation Intel® Core™ i7 Processors,Products formerly Amber Lake Y,Mobile,Launched,Q3'19,14 nm,4,8,4.50 GHz,8 MB Intel® Smart Cache,4 GT/s,No,View now,16 GB,"LPDDR3-2133, DDR3L-1600",2,No,Intel® UHD Graphics for 10th Gen Intel® Processors,1.15 GHz,4096 x 2304@24Hz,3840 x 2160@60Hz,3840 x 2160@60Hz,12,4.5,Yes,3,0x87CA,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,UTFCBGA1377,1,100,26.5mm x 18.5mm,2.0,Yes,Yes,64-bit,Intel® SSE4.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$403.00,Yes
i9-12900F,https://ark.intel.com/content/www/us/en/ark/products/134598/intel-core-i912900f-processor-30m-cache-up-to-5-10-ghz.html,12th Generation Intel® Core™ i9 Processors,Products formerly Alder Lake,Desktop,Launched,Q1'22,Intel 7,16,24,5.10 GHz,30 MB Intel® Smart Cache,,No,View now,128 GB,Up to DDR5 4800 MT/s,2,,,,,,,,,,,,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,,Yes,Yes,,,Yes,Yes,,Yes,Yes,Yes,$464.00 - $494.00,Yes
3865U,https://ark.intel.com/products/96507/intel-celeron-processor-3865u-2m-cache-1-80-ghz.html,Intel® Celeron® Processor 3000 Series,Products formerly Kaby Lake,Mobile,Launched,Q1'17,14 nm,2,2,,2 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,No,Intel® HD Graphics 610,900 MHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,Yes,3,0x5906,2.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,FCBGA1356,1,100°C,42mm X 24mm,No,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$107.00,
i3-7320,https://ark.intel.com/products/97484/intel-core-i3-7320-processor-4m-cache-4-10-ghz.html,7th Generation Intel® Core™ i3 Processors,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,2,4,,4 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,Yes,Intel® HD Graphics 630,1.15 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5912,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
i3-7100T,https://ark.intel.com/products/97485/intel-core-i3-7100t-processor-3m-cache-3-40-ghz.html,7th Generation Intel® Core™ i3 Processors,Products formerly Kaby Lake,Desktop,Discontinued,Q1'17,14 nm,2,4,,3 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,Yes,Intel® HD Graphics 630,1.10 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5912,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,92°C,37.5mm x 37.5mm,No,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,,Yes
i5-11500H,https://ark.intel.com/content/www/us/en/ark/products/213804/intel-core-i511500h-processor-12m-cache-up-to-4-60-ghz.html,11th Generation Intel® Core™ i5 Processors,Products formerly Tiger Lake,Mobile,Launched,Q2'21,10 nm SuperFin,6,12,4.60 GHz,12 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,Up to 3200 MT/s,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.45 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A60,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,Yes,Yes,Yes,No,Yes,,Yes,Yes,Yes,Yes,Yes,$250.00,Yes
i5-10500TE,https://ark.intel.com/content/www/us/en/ark/products/203891/intel-core-i5-10500te-processor-12m-cache-up-to-3-70-ghz.html,10th Generation Intel® Core™ i5 Processors,Products formerly Comet Lake,Embedded,Launched,Q2'20,14 nm,6,12,3.70 GHz,12 MB Intel® Smart Cache,8 GT/s,Yes,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.15 GHz,4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x9BC8,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$195.00,Yes
i7-1060G7,https://ark.intel.com/content/www/us/en/ark/products/197120/intel-core-i7-1060g7-processor-8m-cache-up-to-3-80-ghz.html,10th Generation Intel® Core™ i7 Processors,Products formerly Ice Lake,Mobile,Launched,Q3'19,10 nm,4,8,3.80 GHz,8 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,LPDDR4-3733,2,No,Intel® Iris® Plus Graphics,1.10 GHz,4096 x 2304@60Hz,5120 x 3200@60Hz,5120 x 3200@60Hz,12,4.6,Yes,3,0x8A51,3.0,,,,1,100°C,26.5 mm x 18.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,,Yes,No,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,No,Yes,Yes,Yes,,Yes
i7-1180G7,https://ark.intel.com/content/www/us/en/ark/products/208663/intel-core-i71180g7-processor-12m-cache-up-to-4-60-ghz-with-ipu.html,11th Generation Intel® Core™ i7 Processors,Products formerly Tiger Lake,Mobile,Launched,Q1'21,10 nm SuperFin,4,8,4.60 GHz,12 MB Intel® Smart Cache,2 GT/s,No,View now,32 GB,LPDDR4x-4267,2,No,Intel® Iris® Xe Graphics,1.10 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A40,,,,FCBGA1598,1,100°C,26.5x18.5,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,,Yes,Yes,Yes,,No,Yes,,Yes,Yes,Yes,Yes,Yes,$426.00,Yes
i7-9700TE,https://ark.intel.com/content/www/us/en/ark/products/195329/intel-core-i7-9700te-processor-12m-cache-up-to-3-80-ghz.html,9th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Embedded,Launched,Q2'19,14 nm,8,8,3.80 GHz,12 MB,8 GT/s,Yes,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.15 GHz,4096 x 2160@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E98,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$323.00,Yes
i3-8109U,https://ark.intel.com/products/135936/intel-core-i3-8109u-processor-4m-cache-up-to-3-60-ghz.html,8th Generation Intel® Core™ i3 Processors,Products formerly Coffee Lake,Mobile,Launched,Q2'18,14 nm,2,4,3.60 GHz,4 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,"DDR4-2400, LPDDR3-2133",2,No,Intel® Iris® Plus Graphics 655,1.05 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x3EA5,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",16,FCBGA1528,1,100°C,46x24,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$304.00,
i7-10700KF,https://ark.intel.com/content/www/us/en/ark/products/199325/intel-core-i7-10700kf-processor-16m-cache-up-to-5-10-ghz.html,10th Generation Intel® Core™ i7 Processors,Products formerly Comet Lake,Desktop,Launched,Q2'20,14 nm,8,16,5.10 GHz,16 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2933,2,No,,,,,,,,,,,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1200,1,100°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$349.00 - $359.00,Yes
i7-11700KF,https://ark.intel.com/content/www/us/en/ark/products/212048/intel-core-i7-11700kf-processor-16m-cache-up-to-5-00-ghz.html,11th Generation Intel® Core™ i7 Processors,Products formerly Rocket Lake,Desktop,Launched,Q1'21,14 nm,8,16,5.00 GHz,16 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-3200,2,No,,,,,,,,,,,4.0,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCLGA1200,1,100°C,37.5 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,$374.00 - $384.00,Yes
i9-7920X,https://ark.intel.com/products/126240/intel-core-i9-7920x-x-series-processor-16-5m-cache-up-to-4-30-ghz.html,Intel® Core™ X-series Processors,Products formerly Skylake,Desktop,Discontinued,Q3'17,14 nm,12,24,4.30 GHz,16.5 MB L3 Cache,8 GT/s,No,View now,128 GB,DDR4-2666,4,No,,,,,,,,,,,3.0,,44,FCLGA2066,1,95°C,,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,Yes,,,Yes,,,,Yes,,,Yes,Yes,,,
i7-7700T,https://ark.intel.com/products/97122/intel-core-i7-7700t-processor-8m-cache-up-to-3-80-ghz.html,7th Generation Intel® Core™ i7 Processors,Products formerly Kaby Lake,Desktop,Launched,Q1'17,14 nm,4,8,3.80 GHz,8 MB Intel® Smart Cache,8 GT/s,Yes,View now,64 GB,"DDR4-2133/2400, DDR3L-1333/1600 @ 1.35V",2,No,Intel® HD Graphics 630,1.15 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x5912,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,80°C,37.5mm x 37.5mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$303.00,Yes
i3-8130U,https://ark.intel.com/products/137977/intel-core-i3-8130u-processor-4m-cache-up-to-3-40-ghz.html,8th Generation Intel® Core™ i3 Processors,Products formerly Kaby Lake R,Mobile,Launched,Q1'18,14 nm,2,4,3.40 GHz,4 MB Intel® Smart Cache,4 GT/s,No,View now,32 GB,"DDR4-2400, LPDDR3-2133",2,No,Intel® UHD Graphics 620,1.00 GHz,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.4,Yes,3,0x5917,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",12,FCBGA1356,1,100°C,42mm X 24mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$281.00,
i7-8565U,https://ark.intel.com/products/149091/intel-core-i7-8565u-processor-8m-cache-up-to-4-60-ghz.html,8th Generation Intel® Core™ i7 Processors,Products formerly Whiskey Lake,Mobile,Launched,Q3'18,14 nm,4,8,4.60 GHz,8 MB Intel® Smart Cache,4 GT/s,No,View now,64 GB,"DDR4-2400, LPDDR3-2133",2,No,Intel® UHD Graphics for 8th Generation Intel® Processors,1.15 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3EA0,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",16,FCBGA1528,1,100°C,46x24,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,,Yes,Yes,Yes,$409.00,Yes
i3-9300,https://ark.intel.com/content/www/us/en/ark/products/134886/intel-core-i3-9300-processor-8m-cache-up-to-4-30-ghz.html,9th Generation Intel® Core™ i3 Processors,Products formerly Coffee Lake,Desktop,Launched,Q2'19,14 nm,4,4,4.30 GHz,8 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,DDR4-2400,2,Yes,Intel® UHD Graphics 630,1.15 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E91,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$143.00 - $152.00,Yes
i7-10510U,https://ark.intel.com/content/www/us/en/ark/products/196449/intel-core-i7-10510u-processor-8m-cache-up-to-4-90-ghz.html,10th Generation Intel® Core™ i7 Processors,Products formerly Comet Lake,Mobile,Launched,Q3'19,14 nm,4,8,4.90 GHz,8 MB Intel® Smart Cache,4 GT/s,No,View now,64 GB,"DDR4-2666, LPDDR3-2133, LPDDR4-2933",2,No,Intel® UHD Graphics for 10th Gen Intel® Processors,1.15 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x9B41/0x9BCC,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",16,FCBGA1528,1,100°C,46mm x 24mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$409.00,Yes
i7-1195G7,https://ark.intel.com/content/www/us/en/ark/products/217181/intel-core-i71195g7-processor-12m-cache-up-to-5-00-ghz-with-ipu.html,11th Generation Intel® Core™ i7 Processors,Products formerly Tiger Lake,Mobile,Launched,Q2'21,10 nm SuperFin,4,8,5.00 GHz,12 MB Intel® Smart Cache,4 GT/s,No,View now,64 GB,"DDR4-3200, LPDDR4x-4267",2,No,Intel® Iris® Xe Graphics eligible,1.40 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A49,,,,FCBGA1449,1,100°C,45.5mm x 25mm,2.0,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",Yes,,Yes,No,Yes,,No,No,,Yes,No,Yes,Yes,Yes,$426.00,Yes
i5-9600,https://ark.intel.com/content/www/us/en/ark/products/134900/intel-core-i5-9600-processor-9m-cache-up-to-4-60-ghz.html,9th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Desktop,Launched,Q2'19,14 nm,6,6,4.60 GHz,9 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.15 GHz,4096 x 2304@24Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E92,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCLGA1151,1,100°C,37.5mm x 37.5mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$213.00 - $224.00,Yes
i5-8500B,https://ark.intel.com/products/134892/intel-core-i5-8500b-processor-9m-cache-up-to-4-10-ghz.html,8th Generation Intel® Core™ i5 Processors,Products formerly Coffee Lake,Mobile,Discontinued,Q2'18,14 nm,6,6,4.10 GHz,9 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,DDR4-2666,2,No,Intel® UHD Graphics 630,1.10 GHz,4096x2304@30Hz,4096x2304@60Hz,4096x2304@60Hz,12,4.5,Yes,3,0x3E9B,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCBGA1440,1,100°C,42mm x 28mm,2.0,No,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,Yes,Yes,Yes,No,Yes,Yes,Yes,$192.00,No
i3-10110Y,https://ark.intel.com/content/www/us/en/ark/products/196455/intel-core-i310110y-processor-4m-cache-up-to-4-00ghz.html,10th Generation Intel® Core™ i3 Processors,Products formerly Amber Lake Y,Mobile,Launched,Q3'19,14 nm,2,4,4.00 GHz,4 MB Intel® Smart Cache,4 GT/s,No,View now,16 GB,"LPDDR3-2133, DDR3L-1600",2,No,Intel® UHD Graphics for 10th Gen Intel® Processors,1.00 GHz,4096 x 2304@24Hz,3840 x 2160@60Hz,3840 x 2160@60Hz,12,4.5,Yes,3,0x87CA,3.0,"1x4, 2x2, 1x2+2x1 and 4x1",10,UTFCBGA1377,1,100,26.5mm x 18.5mm,2.0,Yes,Yes,64-bit,Intel® SSE4.1,Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$287.00,Yes
i7-8750H,https://ark.intel.com/products/134906/intel-core-i7-8750h-processor-9m-cache-up-to-4-10-ghz.html,8th Generation Intel® Core™ i7 Processors,Products formerly Coffee Lake,Mobile,Launched,Q2'18,14 nm,6,12,4.10 GHz,9 MB Intel® Smart Cache,8 GT/s,No,View now,64 GB,"DDR4-2666, LPDDR3-2133",2,No,Intel® UHD Graphics 630,1.10 GHz,4096 x 2304@30Hz,4096 x 2304@60Hz,4096 x 2304@60Hz,12,4.5,Yes,3,0x3E9B,3.0,"Up to 1x16, 2x8, 1x8+2x4",16,FCBGA1440,1,100°C,42mm x 28mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,No,Yes,Yes,Yes with Intel® ME,No,Yes,Yes,No,Yes,Yes,Yes,$395.00,
i9-11980HK,https://ark.intel.com/content/www/us/en/ark/products/213800/intel-core-i911980hk-processor-24m-cache-up-to-5-00-ghz.html,11th Generation Intel® Core™ i9 Processors,Products formerly Tiger Lake,Mobile,Launched,Q2'21,10 nm SuperFin,8,16,5.00 GHz,24 MB Intel® Smart Cache,8 GT/s,No,View now,128 GB,Up to 3200 MT/s,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.45 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A60,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,,Yes,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,,Yes,Yes,No,,,Yes,,Yes,Yes,Yes,$583.00,Yes
i7-12700T,https://ark.intel.com/content/www/us/en/ark/products/134596/intel-core-i712700t-processor-25m-cache-up-to-4-70-ghz.html,12th Generation Intel® Core™ i7 Processors,Products formerly Alder Lake,Desktop,Launched,Q1'22,Intel 7,12,20,4.70 GHz,25 MB Intel® Smart Cache,,No,View now,128 GB,Up to DDR5 4800 MT/s,2,Yes,Intel® UHD Graphics 770,1.50 GHz,4096 x 2160 @ 60Hz,7680 x 4320 @ 60Hz,5120 x 3200 @ 120Hz,12,4.5,Yes,4,0x4680,5.0 and 4.0,"Up to 1x16+4, 2x8+4",20,FCLGA1700,1,100°C,45.0 mm x 37.5 mm,2.0,Yes,Yes,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2",Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,$339.00,Yes
6600HE,https://ark.intel.com/content/www/us/en/ark/products/217370/intel-celeron-6600he-processor-8m-cache-up-to-2-60-ghz.html,Intel® Celeron® Processor 6000 Series,Products formerly Tiger Lake,Embedded,Launched,Q3'21,10 nm SuperFin,2,2,,8 MB Intel® Smart Cache,,Yes,,128 GB,DDR4-3200,2,No,Intel® UHD Graphics for 11th Gen Intel® Processors,1.10 GHz,4096x2304@60Hz,7680x4320@60Hz,4096x2304@60Hz,12.1,4.6,Yes,4,0x9A68,,"Up to 1x16+1x4, 2x8+1x4, 1x8+3x4",20,FCBGA1787,1,100°C,50 x 26.5,No,No,,64-bit,"Intel® SSE4.1, Intel® SSE4.2, Intel® AVX2, Intel® AVX-512",,,Yes,No,Yes,,No,No,,Yes,,Yes,Yes,Yes,$107.00,Yes
